report_name,report_agency,date,visits,language
Browser language,Department of Agriculture,1/21/24,107,da-dk
Browser language,Department of Agriculture,1/21/24,104,cs-cz
Browser language,Department of Agriculture,1/20/24,275724,en-us
Browser language,Department of Agriculture,1/20/24,9519,en-gb
Browser language,Department of Agriculture,1/20/24,3744,en-ca
Browser language,Department of Agriculture,1/20/24,2697,es-us
Browser language,Department of Agriculture,1/20/24,2663,es-419
Browser language,Department of Agriculture,1/20/24,2297,zh-cn
Browser language,Department of Agriculture,1/20/24,1574,en-au
Browser language,Department of Agriculture,1/20/24,1499,es-es
Browser language,Department of Agriculture,1/20/24,1243,en
Browser language,Department of Agriculture,1/20/24,1149,en-in
Browser language,Department of Agriculture,1/20/24,732,es-mx
Browser language,Department of Agriculture,1/20/24,677,fr-fr
Browser language,Department of Agriculture,1/20/24,654,de-de
Browser language,Department of Agriculture,1/20/24,589,pt-br
Browser language,Department of Agriculture,1/20/24,500,ru
Browser language,Department of Agriculture,1/20/24,491,ko-kr
Browser language,Department of Agriculture,1/20/24,463,es
Browser language,Department of Agriculture,1/20/24,435,ja
Browser language,Department of Agriculture,1/20/24,395,ru-ru
Browser language,Department of Agriculture,1/20/24,387,it-it
Browser language,Department of Agriculture,1/20/24,319,nl-nl
Browser language,Department of Agriculture,1/20/24,286,fr-ca
Browser language,Department of Agriculture,1/20/24,271,zh-tw
Browser language,Department of Agriculture,1/20/24,258,ar
Browser language,Department of Agriculture,1/20/24,254,tr-tr
Browser language,Department of Agriculture,1/20/24,230,de
Browser language,Department of Agriculture,1/20/24,228,pl-pl
Browser language,Department of Agriculture,1/20/24,216,"zh-cn,zh"
Browser language,Department of Agriculture,1/20/24,200,fr
Browser language,Department of Agriculture,1/20/24,181,vi-vn
Browser language,Department of Agriculture,1/20/24,175,en-nz
Browser language,Department of Agriculture,1/20/24,157,sv-se
Browser language,Department of Agriculture,1/20/24,149,en-ph
Browser language,Department of Agriculture,1/20/24,140,el-gr
Browser language,Department of Agriculture,1/20/24,134,id-id
Browser language,Department of Agriculture,1/20/24,126,en-za
Browser language,Department of Agriculture,1/20/24,124,th-th
Browser language,Department of Agriculture,1/20/24,112,pt-pt
Browser language,Department of Agriculture,1/20/24,110,en-sg
Browser language,Department of Agriculture,1/20/24,106,da-dk
Browser language,Department of Agriculture,1/20/24,106,uk-ua
Browser language,Department of Agriculture,1/20/24,101,nb-no
Browser language,Department of Agriculture,1/19/24,461056,en-us
Browser language,Department of Agriculture,1/19/24,11133,en-gb
Browser language,Department of Agriculture,1/19/24,3598,en-ca
Browser language,Department of Agriculture,1/19/24,3542,es-419
Browser language,Department of Agriculture,1/19/24,3180,es-us
Browser language,Department of Agriculture,1/19/24,3162,zh-cn
Browser language,Department of Agriculture,1/19/24,2595,es-es
Browser language,Department of Agriculture,1/19/24,2070,en
Browser language,Department of Agriculture,1/19/24,1459,en-au
Browser language,Department of Agriculture,1/19/24,1250,en-in
Browser language,Department of Agriculture,1/19/24,1010,pt-br
Browser language,Department of Agriculture,1/19/24,971,es-mx
Browser language,Department of Agriculture,1/19/24,928,fr-fr
Browser language,Department of Agriculture,1/19/24,811,de-de
Browser language,Department of Agriculture,1/19/24,758,ja
Browser language,Department of Agriculture,1/19/24,698,ko-kr
Browser language,Department of Agriculture,1/19/24,691,es
Browser language,Department of Agriculture,1/19/24,640,ru
Browser language,Department of Agriculture,1/19/24,623,"zh-cn,zh"
Browser language,Department of Agriculture,1/19/24,606,it-it
Browser language,Department of Agriculture,1/19/24,572,ru-ru
Browser language,Department of Agriculture,1/19/24,420,zh-tw
Browser language,Department of Agriculture,1/19/24,385,nl-nl
Browser language,Department of Agriculture,1/19/24,378,de
Browser language,Department of Agriculture,1/19/24,372,tr-tr
Browser language,Department of Agriculture,1/19/24,365,fr
Browser language,Department of Agriculture,1/19/24,293,fr-ca
Browser language,Department of Agriculture,1/19/24,253,vi-vn
Browser language,Department of Agriculture,1/19/24,235,ar
Browser language,Department of Agriculture,1/19/24,221,el-gr
Browser language,Department of Agriculture,1/19/24,195,id-id
Browser language,Department of Agriculture,1/19/24,192,pl-pl
Browser language,Department of Agriculture,1/19/24,191,pt-pt
Browser language,Department of Agriculture,1/19/24,182,en-nz
Browser language,Department of Agriculture,1/19/24,176,sv-se
Browser language,Department of Agriculture,1/19/24,154,th-th
Browser language,Department of Agriculture,1/19/24,150,en-ph
Browser language,Department of Agriculture,1/19/24,149,ko
Browser language,Department of Agriculture,1/19/24,141,it
Browser language,Department of Agriculture,1/19/24,134,en-za
Browser language,Department of Agriculture,1/19/24,124,uk-ua
Browser language,Department of Agriculture,1/19/24,117,da-dk
Browser language,Department of Agriculture,1/19/24,107,nl
Browser language,Department of Agriculture,1/19/24,105,cs-cz
Browser language,Department of Agriculture,1/19/24,104,en-sg
Browser language,Department of Agriculture,1/19/24,101,hu-hu
Browser language,Department of Agriculture,1/18/24,522184,en-us
Browser language,Department of Agriculture,1/18/24,12568,en-gb
Browser language,Department of Agriculture,1/18/24,5320,zh-cn
Browser language,Department of Agriculture,1/18/24,3951,es-419
Browser language,Department of Agriculture,1/18/24,3923,en-ca
Browser language,Department of Agriculture,1/18/24,3863,es-us
Browser language,Department of Agriculture,1/18/24,3033,es-es
Browser language,Department of Agriculture,1/18/24,2409,en
Browser language,Department of Agriculture,1/18/24,1491,en-au
Browser language,Department of Agriculture,1/18/24,1380,en-in
Browser language,Department of Agriculture,1/18/24,1175,ja
Browser language,Department of Agriculture,1/18/24,1140,pt-br
Browser language,Department of Agriculture,1/18/24,1109,es-mx
Browser language,Department of Agriculture,1/18/24,1043,ko-kr
Browser language,Department of Agriculture,1/18/24,1006,fr-fr
Browser language,Department of Agriculture,1/18/24,990,de-de
Browser language,Department of Agriculture,1/18/24,804,es
Browser language,Department of Agriculture,1/18/24,727,it-it
Browser language,Department of Agriculture,1/18/24,629,ru-ru
Browser language,Department of Agriculture,1/18/24,627,ru
Browser language,Department of Agriculture,1/18/24,589,zh-tw
Browser language,Department of Agriculture,1/18/24,503,de
Browser language,Department of Agriculture,1/18/24,423,nl-nl
Browser language,Department of Agriculture,1/18/24,396,fr
Browser language,Department of Agriculture,1/18/24,382,tr-tr
Browser language,Department of Agriculture,1/18/24,306,fr-ca
Browser language,Department of Agriculture,1/18/24,291,vi-vn
Browser language,Department of Agriculture,1/18/24,289,pl-pl
Browser language,Department of Agriculture,1/18/24,261,ar
Browser language,Department of Agriculture,1/18/24,244,ko
Browser language,Department of Agriculture,1/18/24,217,pt-pt
Browser language,Department of Agriculture,1/18/24,212,en-ph
Browser language,Department of Agriculture,1/18/24,206,el-gr
Browser language,Department of Agriculture,1/18/24,196,sv-se
Browser language,Department of Agriculture,1/18/24,191,en-nz
Browser language,Department of Agriculture,1/18/24,183,id-id
Browser language,Department of Agriculture,1/18/24,170,th-th
Browser language,Department of Agriculture,1/18/24,157,en-za
Browser language,Department of Agriculture,1/18/24,156,en-sg
Browser language,Department of Agriculture,1/18/24,153,cs-cz
Browser language,Department of Agriculture,1/18/24,140,hu-hu
Browser language,Department of Agriculture,1/18/24,137,uk-ua
Browser language,Department of Agriculture,1/18/24,127,nb-no
Browser language,Department of Agriculture,1/18/24,109,it
Browser language,Department of Agriculture,1/18/24,106,pl
Browser language,Department of Agriculture,1/18/24,105,nl
Browser language,Department of Agriculture,1/18/24,104,da-dk
Browser language,Department of Agriculture,1/18/24,103,fi-fi
Browser language,Department of Agriculture,1/18/24,102,vi
Browser language,Department of Agriculture,1/17/24,501645,en-us
Browser language,Department of Agriculture,1/17/24,13075,en-gb
Browser language,Department of Agriculture,1/17/24,6419,zh-cn
Browser language,Department of Agriculture,1/17/24,4003,es-419
Browser language,Department of Agriculture,1/17/24,3886,en-ca
Browser language,Department of Agriculture,1/17/24,3817,es-us
Browser language,Department of Agriculture,1/17/24,2929,es-es
Browser language,Department of Agriculture,1/17/24,2264,en
Browser language,Department of Agriculture,1/17/24,1597,en-au
Browser language,Department of Agriculture,1/17/24,1325,en-in
Browser language,Department of Agriculture,1/17/24,1248,pt-br
Browser language,Department of Agriculture,1/17/24,1192,ja
Browser language,Department of Agriculture,1/17/24,1155,es-mx
Browser language,Department of Agriculture,1/17/24,1129,ko-kr
Browser language,Department of Agriculture,1/17/24,1066,fr-fr
Browser language,Department of Agriculture,1/17/24,890,de-de
Browser language,Department of Agriculture,1/17/24,795,es
Browser language,Department of Agriculture,1/17/24,709,ru
Browser language,Department of Agriculture,1/17/24,675,it-it
Browser language,Department of Agriculture,1/17/24,661,ru-ru
Browser language,Department of Agriculture,1/17/24,526,zh-tw
Browser language,Department of Agriculture,1/17/24,525,de
Browser language,Department of Agriculture,1/17/24,433,tr-tr
Browser language,Department of Agriculture,1/17/24,424,nl-nl
Browser language,Department of Agriculture,1/17/24,418,fr
Browser language,Department of Agriculture,1/17/24,301,pl-pl
Browser language,Department of Agriculture,1/17/24,295,fr-ca
Browser language,Department of Agriculture,1/17/24,267,vi-vn
Browser language,Department of Agriculture,1/17/24,255,ar
Browser language,Department of Agriculture,1/17/24,237,th-th
Browser language,Department of Agriculture,1/17/24,233,el-gr
Browser language,Department of Agriculture,1/17/24,231,sv-se
Browser language,Department of Agriculture,1/17/24,223,ko
Browser language,Department of Agriculture,1/17/24,221,en-ph
Browser language,Department of Agriculture,1/17/24,218,id-id
Browser language,Department of Agriculture,1/17/24,216,pt-pt
Browser language,Department of Agriculture,1/17/24,207,en-nz
Browser language,Department of Agriculture,1/17/24,176,en-za
Browser language,Department of Agriculture,1/17/24,167,uk-ua
Browser language,Department of Agriculture,1/17/24,160,hu-hu
Browser language,Department of Agriculture,1/17/24,146,it
Browser language,Department of Agriculture,1/17/24,142,nb-no
Browser language,Department of Agriculture,1/17/24,138,en-sg
Browser language,Department of Agriculture,1/17/24,124,nl
Browser language,Department of Agriculture,1/17/24,114,da-dk
Browser language,Department of Agriculture,1/17/24,113,cs-cz
Browser language,Department of Agriculture,1/17/24,106,he-il
Browser language,Department of Agriculture,1/17/24,104,es-ar
Browser language,Department of Agriculture,1/17/24,102,pl
Browser language,Department of Agriculture,1/16/24,489960,en-us
Browser language,Department of Agriculture,1/16/24,13311,en-gb
Browser language,Department of Agriculture,1/16/24,5080,zh-cn
Browser language,Department of Agriculture,1/16/24,4075,es-419
Browser language,Department of Agriculture,1/16/24,3889,en-ca
Browser language,Department of Agriculture,1/16/24,3461,es-us
Browser language,Department of Agriculture,1/16/24,2924,es-es
Browser language,Department of Agriculture,1/16/24,2327,en
Browser language,Department of Agriculture,1/16/24,1599,en-au
Browser language,Department of Agriculture,1/16/24,1369,en-in
Browser language,Department of Agriculture,1/16/24,1327,pt-br
Browser language,Department of Agriculture,1/16/24,1235,ja
Browser language,Department of Agriculture,1/16/24,1145,fr-fr
Browser language,Department of Agriculture,1/16/24,1100,es-mx
Browser language,Department of Agriculture,1/16/24,912,de-de
Browser language,Department of Agriculture,1/16/24,844,ko-kr
Browser language,Department of Agriculture,1/16/24,742,es
Browser language,Department of Agriculture,1/16/24,681,ru-ru
Browser language,Department of Agriculture,1/16/24,658,it-it
Browser language,Department of Agriculture,1/16/24,628,ru
Browser language,Department of Agriculture,1/16/24,581,zh-tw
Browser language,Department of Agriculture,1/16/24,483,de
Browser language,Department of Agriculture,1/16/24,445,tr-tr
