report_name,report_agency,date,domain,visits
Visits to participating hostnames,Department of Agriculture,1/24/24,snaped.stg.platform.usda.gov,250
Visits to participating hostnames,Department of Agriculture,1/24/24,phytochem.nal.usda.gov,213
Visits to participating hostnames,Department of Agriculture,1/24/24,symbols.fs2c.usda.gov,182
Visits to participating hostnames,Department of Agriculture,1/24/24,cms-prod.fsis.usda.gov,161
Visits to participating hostnames,Department of Agriculture,1/24/24,srs.fs.usda.gov,157
Visits to participating hostnames,Department of Agriculture,1/24/24,scientificdiscoveries.ars.usda.gov,153
Visits to participating hostnames,Department of Agriculture,1/24/24,legacy.rma.usda.gov,148
Visits to participating hostnames,Department of Agriculture,1/24/24,ewebapp.rma.usda.gov,141
Visits to participating hostnames,Department of Agriculture,1/24/24,digitop.nal.usda.gov,134
Visits to participating hostnames,Department of Agriculture,1/24/24,search.farmers.gov,134
Visits to participating hostnames,Department of Agriculture,1/24/24,scinet.usda.gov,132
Visits to participating hostnames,Department of Agriculture,1/24/24,professionalstandards.fns.usda.gov,126
Visits to participating hostnames,Department of Agriculture,1/23/24,fs.usda.gov,105166
Visits to participating hostnames,Department of Agriculture,1/23/24,fns.usda.gov,60348
Visits to participating hostnames,Department of Agriculture,1/23/24,myplate.gov,51559
Visits to participating hostnames,Department of Agriculture,1/23/24,usda.gov,50588
Visits to participating hostnames,Department of Agriculture,1/23/24,aphis.usda.gov,33427
Visits to participating hostnames,Department of Agriculture,1/23/24,fdc.nal.usda.gov,32579
Visits to participating hostnames,Department of Agriculture,1/23/24,rd.usda.gov,29950
Visits to participating hostnames,Department of Agriculture,1/23/24,fsis.usda.gov,29440
Visits to participating hostnames,Department of Agriculture,1/23/24,nrcs.usda.gov,24011
Visits to participating hostnames,Department of Agriculture,1/23/24,fsa.usda.gov,22003
Visits to participating hostnames,Department of Agriculture,1/23/24,ams.usda.gov,19591
Visits to participating hostnames,Department of Agriculture,1/23/24,ers.usda.gov,15793
Visits to participating hostnames,Department of Agriculture,1/23/24,farmers.gov,14301
Visits to participating hostnames,Department of Agriculture,1/23/24,nal.usda.gov,11783
Visits to participating hostnames,Department of Agriculture,1/23/24,nfc.usda.gov,9996
Visits to participating hostnames,Department of Agriculture,1/23/24,ars.usda.gov,8821
Visits to participating hostnames,Department of Agriculture,1/23/24,rma.usda.gov,7060
Visits to participating hostnames,Department of Agriculture,1/23/24,fas.usda.gov,6168
Visits to participating hostnames,Department of Agriculture,1/23/24,dietaryguidelines.gov,5457
Visits to participating hostnames,Department of Agriculture,1/23/24,nass.usda.gov,4770
Visits to participating hostnames,Department of Agriculture,1/23/24,nutrition.gov,4583
Visits to participating hostnames,Department of Agriculture,1/23/24,usdasearch.usda.gov,4278
Visits to participating hostnames,Department of Agriculture,1/23/24,snaped.fns.usda.gov,3744
Visits to participating hostnames,Department of Agriculture,1/23/24,invasivespeciesinfo.gov,3606
Visits to participating hostnames,Department of Agriculture,1/23/24,mymarketnews.ams.usda.gov,3174
Visits to participating hostnames,Department of Agriculture,1/23/24,npgsweb.ars-grin.gov,1038
Visits to participating hostnames,Department of Agriculture,1/23/24,aglearn.usda.gov,978
Visits to participating hostnames,Department of Agriculture,1/23/24,quickstats.nass.usda.gov,956
Visits to participating hostnames,Department of Agriculture,1/23/24,data.ers.usda.gov,586
Visits to participating hostnames,Department of Agriculture,1/23/24,agcounts.usda.gov,566
Visits to participating hostnames,Department of Agriculture,1/23/24,search.ers.usda.gov,565
Visits to participating hostnames,Department of Agriculture,1/23/24,aff.gov,515
Visits to participating hostnames,Department of Agriculture,1/23/24,search.nal.usda.gov,503
Visits to participating hostnames,Department of Agriculture,1/23/24,wcc.nrcs.usda.gov,440
Visits to participating hostnames,Department of Agriculture,1/23/24,tellus.ars.usda.gov,355
Visits to participating hostnames,Department of Agriculture,1/23/24,search.invasivespeciesinfo.gov,353
Visits to participating hostnames,Department of Agriculture,1/23/24,aglab.ars.usda.gov,305
Visits to participating hostnames,Department of Agriculture,1/23/24,agclass.nal.usda.gov,250
Visits to participating hostnames,Department of Agriculture,1/23/24,phytochem.nal.usda.gov,216
Visits to participating hostnames,Department of Agriculture,1/23/24,scinet.usda.gov,180
Visits to participating hostnames,Department of Agriculture,1/23/24,professionalstandards.fns.usda.gov,158
Visits to participating hostnames,Department of Agriculture,1/23/24,search.farmers.gov,152
Visits to participating hostnames,Department of Agriculture,1/23/24,ewebapp.rma.usda.gov,151
Visits to participating hostnames,Department of Agriculture,1/23/24,digitop.nal.usda.gov,148
Visits to participating hostnames,Department of Agriculture,1/23/24,symbols.fs2c.usda.gov,144
Visits to participating hostnames,Department of Agriculture,1/23/24,srs.fs.usda.gov,126
Visits to participating hostnames,Department of Agriculture,1/23/24,legacy.rma.usda.gov,120
Visits to participating hostnames,Department of Agriculture,1/22/24,fs.usda.gov,115852
Visits to participating hostnames,Department of Agriculture,1/22/24,fns.usda.gov,57322
Visits to participating hostnames,Department of Agriculture,1/22/24,usda.gov,53682
Visits to participating hostnames,Department of Agriculture,1/22/24,myplate.gov,49941
Visits to participating hostnames,Department of Agriculture,1/22/24,aphis.usda.gov,34726
Visits to participating hostnames,Department of Agriculture,1/22/24,fdc.nal.usda.gov,34007
Visits to participating hostnames,Department of Agriculture,1/22/24,rd.usda.gov,33786
Visits to participating hostnames,Department of Agriculture,1/22/24,fsis.usda.gov,27763
Visits to participating hostnames,Department of Agriculture,1/22/24,nrcs.usda.gov,24647
Visits to participating hostnames,Department of Agriculture,1/22/24,fsa.usda.gov,21992
Visits to participating hostnames,Department of Agriculture,1/22/24,ams.usda.gov,18985
Visits to participating hostnames,Department of Agriculture,1/22/24,ers.usda.gov,15673
Visits to participating hostnames,Department of Agriculture,1/22/24,nfc.usda.gov,11497
Visits to participating hostnames,Department of Agriculture,1/22/24,nal.usda.gov,10670
Visits to participating hostnames,Department of Agriculture,1/22/24,farmers.gov,9567
Visits to participating hostnames,Department of Agriculture,1/22/24,ars.usda.gov,9072
Visits to participating hostnames,Department of Agriculture,1/22/24,rma.usda.gov,6500
Visits to participating hostnames,Department of Agriculture,1/22/24,fas.usda.gov,6131
Visits to participating hostnames,Department of Agriculture,1/22/24,dietaryguidelines.gov,5502
Visits to participating hostnames,Department of Agriculture,1/22/24,nass.usda.gov,4599
Visits to participating hostnames,Department of Agriculture,1/22/24,nutrition.gov,4295
Visits to participating hostnames,Department of Agriculture,1/22/24,usdasearch.usda.gov,4138
Visits to participating hostnames,Department of Agriculture,1/22/24,snaped.fns.usda.gov,3854
Visits to participating hostnames,Department of Agriculture,1/22/24,invasivespeciesinfo.gov,3585
Visits to participating hostnames,Department of Agriculture,1/22/24,mymarketnews.ams.usda.gov,2965
Visits to participating hostnames,Department of Agriculture,1/22/24,aglearn.usda.gov,1479
Visits to participating hostnames,Department of Agriculture,1/22/24,npgsweb.ars-grin.gov,974
Visits to participating hostnames,Department of Agriculture,1/22/24,quickstats.nass.usda.gov,935
Visits to participating hostnames,Department of Agriculture,1/22/24,search.invasivespeciesinfo.gov,808
Visits to participating hostnames,Department of Agriculture,1/22/24,agcounts.usda.gov,777
Visits to participating hostnames,Department of Agriculture,1/22/24,wcc.nrcs.usda.gov,595
Visits to participating hostnames,Department of Agriculture,1/22/24,search.ers.usda.gov,573
Visits to participating hostnames,Department of Agriculture,1/22/24,search.nal.usda.gov,526
Visits to participating hostnames,Department of Agriculture,1/22/24,aff.gov,514
Visits to participating hostnames,Department of Agriculture,1/22/24,data.ers.usda.gov,505
Visits to participating hostnames,Department of Agriculture,1/22/24,tellus.ars.usda.gov,417
Visits to participating hostnames,Department of Agriculture,1/22/24,aglab.ars.usda.gov,269
Visits to participating hostnames,Department of Agriculture,1/22/24,agclass.nal.usda.gov,219
Visits to participating hostnames,Department of Agriculture,1/22/24,phytochem.nal.usda.gov,189
Visits to participating hostnames,Department of Agriculture,1/22/24,search.farmers.gov,179
Visits to participating hostnames,Department of Agriculture,1/22/24,scinet.usda.gov,156
Visits to participating hostnames,Department of Agriculture,1/22/24,professionalstandards.fns.usda.gov,154
Visits to participating hostnames,Department of Agriculture,1/22/24,ewebapp.rma.usda.gov,151
Visits to participating hostnames,Department of Agriculture,1/22/24,srs.fs.usda.gov,144
Visits to participating hostnames,Department of Agriculture,1/22/24,digitop.nal.usda.gov,131
Visits to participating hostnames,Department of Agriculture,1/22/24,symbols.fs2c.usda.gov,124
Visits to participating hostnames,Department of Agriculture,1/22/24,legacy.rma.usda.gov,117
Visits to participating hostnames,Department of Agriculture,1/21/24,fs.usda.gov,97854
Visits to participating hostnames,Department of Agriculture,1/21/24,fdc.nal.usda.gov,29700
Visits to participating hostnames,Department of Agriculture,1/21/24,fns.usda.gov,28880
Visits to participating hostnames,Department of Agriculture,1/21/24,usda.gov,26031
Visits to participating hostnames,Department of Agriculture,1/21/24,myplate.gov,22589
Visits to participating hostnames,Department of Agriculture,1/21/24,fsis.usda.gov,18196
Visits to participating hostnames,Department of Agriculture,1/21/24,aphis.usda.gov,18034
Visits to participating hostnames,Department of Agriculture,1/21/24,rd.usda.gov,16200
Visits to participating hostnames,Department of Agriculture,1/21/24,nrcs.usda.gov,10314
Visits to participating hostnames,Department of Agriculture,1/21/24,fsa.usda.gov,10016
Visits to participating hostnames,Department of Agriculture,1/21/24,ers.usda.gov,8173
Visits to participating hostnames,Department of Agriculture,1/21/24,nal.usda.gov,7343
Visits to participating hostnames,Department of Agriculture,1/21/24,ams.usda.gov,6514
Visits to participating hostnames,Department of Agriculture,1/21/24,farmers.gov,5404
Visits to participating hostnames,Department of Agriculture,1/21/24,ars.usda.gov,5198
Visits to participating hostnames,Department of Agriculture,1/21/24,nfc.usda.gov,5159
Visits to participating hostnames,Department of Agriculture,1/21/24,dietaryguidelines.gov,4871
Visits to participating hostnames,Department of Agriculture,1/21/24,snaped.fns.usda.gov,3965
Visits to participating hostnames,Department of Agriculture,1/21/24,fas.usda.gov,3174
Visits to participating hostnames,Department of Agriculture,1/21/24,nutrition.gov,2535
Visits to participating hostnames,Department of Agriculture,1/21/24,nass.usda.gov,1753
Visits to participating hostnames,Department of Agriculture,1/21/24,usdasearch.usda.gov,1647
Visits to participating hostnames,Department of Agriculture,1/21/24,invasivespeciesinfo.gov,1258
Visits to participating hostnames,Department of Agriculture,1/21/24,mymarketnews.ams.usda.gov,1011
Visits to participating hostnames,Department of Agriculture,1/21/24,rma.usda.gov,744
Visits to participating hostnames,Department of Agriculture,1/21/24,npgsweb.ars-grin.gov,454
Visits to participating hostnames,Department of Agriculture,1/21/24,wcc.nrcs.usda.gov,363
Visits to participating hostnames,Department of Agriculture,1/21/24,search.nal.usda.gov,290
Visits to participating hostnames,Department of Agriculture,1/21/24,tellus.ars.usda.gov,283
Visits to participating hostnames,Department of Agriculture,1/21/24,quickstats.nass.usda.gov,267
Visits to participating hostnames,Department of Agriculture,1/21/24,agcounts.usda.gov,265
Visits to participating hostnames,Department of Agriculture,1/21/24,aff.gov,223
Visits to participating hostnames,Department of Agriculture,1/21/24,search.ers.usda.gov,197
Visits to participating hostnames,Department of Agriculture,1/21/24,aglab.ars.usda.gov,174
Visits to participating hostnames,Department of Agriculture,1/21/24,data.ers.usda.gov,170
