report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,1/17/24,iOS,351,(not set)
Operating system and browser,Department of Agriculture,1/17/24,Android,269,Opera
Operating system and browser,Department of Agriculture,1/17/24,Macintosh,226,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/17/24,Macintosh,182,Edge
Operating system and browser,Department of Agriculture,1/17/24,Windows,155,Internet Explorer
Operating system and browser,Department of Agriculture,1/17/24,(not set),144,(not set)
Operating system and browser,Department of Agriculture,1/17/24,Linux,141,Samsung Internet
Operating system and browser,Department of Agriculture,1/17/24,(not set),113,Opera Mini
Operating system and browser,Department of Agriculture,1/16/24,Windows,169286,Chrome
Operating system and browser,Department of Agriculture,1/16/24,iOS,107601,Safari
Operating system and browser,Department of Agriculture,1/16/24,Windows,72830,Edge
Operating system and browser,Department of Agriculture,1/16/24,Android,62795,Chrome
Operating system and browser,Department of Agriculture,1/16/24,Macintosh,28519,Chrome
Operating system and browser,Department of Agriculture,1/16/24,Macintosh,27678,Safari
Operating system and browser,Department of Agriculture,1/16/24,Chrome OS,21364,Chrome
Operating system and browser,Department of Agriculture,1/16/24,iOS,14747,Chrome
Operating system and browser,Department of Agriculture,1/16/24,Linux,10442,Chrome
Operating system and browser,Department of Agriculture,1/16/24,Windows,9243,Firefox
Operating system and browser,Department of Agriculture,1/16/24,iOS,6784,Safari (in-app)
Operating system and browser,Department of Agriculture,1/16/24,Android,4300,Samsung Internet
Operating system and browser,Department of Agriculture,1/16/24,Android,2754,Android Webview
Operating system and browser,Department of Agriculture,1/16/24,Macintosh,2299,Firefox
Operating system and browser,Department of Agriculture,1/16/24,Windows,2111,Opera
Operating system and browser,Department of Agriculture,1/16/24,Android,705,Firefox
Operating system and browser,Department of Agriculture,1/16/24,Android,576,Amazon Silk
Operating system and browser,Department of Agriculture,1/16/24,Linux,390,Firefox
Operating system and browser,Department of Agriculture,1/16/24,iOS,371,(not set)
Operating system and browser,Department of Agriculture,1/16/24,Windows,298,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/16/24,Android,289,Opera
Operating system and browser,Department of Agriculture,1/16/24,(not set),259,(not set)
Operating system and browser,Department of Agriculture,1/16/24,Macintosh,221,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/16/24,Macintosh,216,Edge
Operating system and browser,Department of Agriculture,1/16/24,Windows,149,Internet Explorer
Operating system and browser,Department of Agriculture,1/16/24,Linux,115,Samsung Internet
Operating system and browser,Department of Agriculture,1/16/24,(not set),102,Opera Mini
Operating system and browser,Department of Agriculture,1/15/24,iOS,108909,Safari
Operating system and browser,Department of Agriculture,1/15/24,Windows,87511,Chrome
Operating system and browser,Department of Agriculture,1/15/24,Android,62624,Chrome
Operating system and browser,Department of Agriculture,1/15/24,Windows,31069,Edge
Operating system and browser,Department of Agriculture,1/15/24,Macintosh,23721,Safari
Operating system and browser,Department of Agriculture,1/15/24,Macintosh,20969,Chrome
Operating system and browser,Department of Agriculture,1/15/24,iOS,16122,Chrome
Operating system and browser,Department of Agriculture,1/15/24,Linux,10404,Chrome
Operating system and browser,Department of Agriculture,1/15/24,Windows,6749,Firefox
Operating system and browser,Department of Agriculture,1/15/24,Chrome OS,6618,Chrome
Operating system and browser,Department of Agriculture,1/15/24,iOS,6145,Safari (in-app)
Operating system and browser,Department of Agriculture,1/15/24,Android,4195,Samsung Internet
Operating system and browser,Department of Agriculture,1/15/24,Android,2481,Android Webview
Operating system and browser,Department of Agriculture,1/15/24,Macintosh,2019,Firefox
Operating system and browser,Department of Agriculture,1/15/24,Windows,1597,Opera
Operating system and browser,Department of Agriculture,1/15/24,Android,706,Firefox
Operating system and browser,Department of Agriculture,1/15/24,Android,573,Amazon Silk
Operating system and browser,Department of Agriculture,1/15/24,Linux,370,Firefox
Operating system and browser,Department of Agriculture,1/15/24,iOS,323,(not set)
Operating system and browser,Department of Agriculture,1/15/24,Windows,310,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/15/24,Android,289,Opera
Operating system and browser,Department of Agriculture,1/15/24,Macintosh,180,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/15/24,Macintosh,137,Edge
Operating system and browser,Department of Agriculture,1/15/24,Linux,126,Samsung Internet
Operating system and browser,Department of Agriculture,1/14/24,iOS,108122,Safari
Operating system and browser,Department of Agriculture,1/14/24,Android,63840,Chrome
Operating system and browser,Department of Agriculture,1/14/24,Windows,46022,Chrome
Operating system and browser,Department of Agriculture,1/14/24,Macintosh,20634,Safari
Operating system and browser,Department of Agriculture,1/14/24,Macintosh,17220,Chrome
Operating system and browser,Department of Agriculture,1/14/24,iOS,16227,Chrome
Operating system and browser,Department of Agriculture,1/14/24,Windows,15232,Edge
Operating system and browser,Department of Agriculture,1/14/24,Linux,11178,Chrome
Operating system and browser,Department of Agriculture,1/14/24,iOS,6257,Safari (in-app)
Operating system and browser,Department of Agriculture,1/14/24,Windows,4543,Firefox
Operating system and browser,Department of Agriculture,1/14/24,Android,4067,Samsung Internet
Operating system and browser,Department of Agriculture,1/14/24,Chrome OS,4058,Chrome
Operating system and browser,Department of Agriculture,1/14/24,Android,2351,Android Webview
Operating system and browser,Department of Agriculture,1/14/24,Macintosh,1861,Firefox
Operating system and browser,Department of Agriculture,1/14/24,Windows,1063,Opera
Operating system and browser,Department of Agriculture,1/14/24,Android,750,Firefox
Operating system and browser,Department of Agriculture,1/14/24,Android,539,Amazon Silk
Operating system and browser,Department of Agriculture,1/14/24,iOS,355,(not set)
Operating system and browser,Department of Agriculture,1/14/24,Linux,273,Firefox
Operating system and browser,Department of Agriculture,1/14/24,Android,261,Opera
Operating system and browser,Department of Agriculture,1/14/24,Macintosh,156,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/14/24,Linux,129,Samsung Internet
Operating system and browser,Department of Agriculture,1/14/24,(not set),109,Opera Mini
Operating system and browser,Department of Agriculture,1/13/24,iOS,104505,Safari
Operating system and browser,Department of Agriculture,1/13/24,Android,60953,Chrome
Operating system and browser,Department of Agriculture,1/13/24,Windows,44247,Chrome
Operating system and browser,Department of Agriculture,1/13/24,Macintosh,19810,Safari
Operating system and browser,Department of Agriculture,1/13/24,Windows,15493,Edge
Operating system and browser,Department of Agriculture,1/13/24,iOS,15425,Chrome
Operating system and browser,Department of Agriculture,1/13/24,Macintosh,12733,Chrome
Operating system and browser,Department of Agriculture,1/13/24,Linux,9765,Chrome
Operating system and browser,Department of Agriculture,1/13/24,iOS,5919,Safari (in-app)
Operating system and browser,Department of Agriculture,1/13/24,Android,4308,Samsung Internet
Operating system and browser,Department of Agriculture,1/13/24,Windows,4159,Firefox
Operating system and browser,Department of Agriculture,1/13/24,Chrome OS,3598,Chrome
Operating system and browser,Department of Agriculture,1/13/24,Android,2337,Android Webview
Operating system and browser,Department of Agriculture,1/13/24,Macintosh,1876,Firefox
Operating system and browser,Department of Agriculture,1/13/24,Windows,871,Opera
Operating system and browser,Department of Agriculture,1/13/24,Android,791,Firefox
Operating system and browser,Department of Agriculture,1/13/24,Android,640,Amazon Silk
Operating system and browser,Department of Agriculture,1/13/24,iOS,354,(not set)
Operating system and browser,Department of Agriculture,1/13/24,Android,272,Opera
Operating system and browser,Department of Agriculture,1/13/24,Linux,269,Firefox
Operating system and browser,Department of Agriculture,1/13/24,Windows,233,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/13/24,Macintosh,163,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/13/24,(not set),150,(not set)
Operating system and browser,Department of Agriculture,1/13/24,Linux,141,Samsung Internet
Operating system and browser,Department of Agriculture,1/12/24,Windows,192059,Chrome
Operating system and browser,Department of Agriculture,1/12/24,iOS,108053,Safari
Operating system and browser,Department of Agriculture,1/12/24,Android,62549,Chrome
Operating system and browser,Department of Agriculture,1/12/24,Windows,58583,Edge
Operating system and browser,Department of Agriculture,1/12/24,Macintosh,24252,Safari
Operating system and browser,Department of Agriculture,1/12/24,Chrome OS,22785,Chrome
Operating system and browser,Department of Agriculture,1/12/24,Macintosh,21334,Chrome
Operating system and browser,Department of Agriculture,1/12/24,iOS,15395,Chrome
Operating system and browser,Department of Agriculture,1/12/24,Linux,12953,Chrome
Operating system and browser,Department of Agriculture,1/12/24,Windows,7030,Firefox
Operating system and browser,Department of Agriculture,1/12/24,iOS,6266,Safari (in-app)
Operating system and browser,Department of Agriculture,1/12/24,Android,4399,Samsung Internet
Operating system and browser,Department of Agriculture,1/12/24,Android,2811,Android Webview
Operating system and browser,Department of Agriculture,1/12/24,Macintosh,2346,Firefox
Operating system and browser,Department of Agriculture,1/12/24,Android,733,Firefox
Operating system and browser,Department of Agriculture,1/12/24,Windows,671,Opera
Operating system and browser,Department of Agriculture,1/12/24,Android,544,Amazon Silk
Operating system and browser,Department of Agriculture,1/12/24,Windows,507,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,1/12/24,(not set),424,(not set)
Operating system and browser,Department of Agriculture,1/12/24,Linux,352,Firefox
Operating system and browser,Department of Agriculture,1/12/24,iOS,331,(not set)
Operating system and browser,Department of Agriculture,1/12/24,Android,246,Opera
Operating system and browser,Department of Agriculture,1/12/24,Macintosh,166,Edge
